zip3,primary_state,primary_city,centroid_lat,centroid_lng,zip5_count,population,households,median_hh_income,demand_index
960,CA,Redding,40.87079,-122.26811,80,307906,120421,64182,13.1
961,CA,South Lake Tahoe,39.89189,-120.3264,53,111600,41449,78289,10.9
967,HI,Kapolei,20.54137,-157.38748,89,1021712,326102,99115,33.8
968,HI,Honolulu,24.49391,-166.92344,55,428877,157804,95196,20.3
969,GU,Hagatna,12.45031,146.80419,31,,,,
970,OR,Beaverton,45.45117,-122.26644,65,853471,323030,91645,29.1
971,OR,Hillsboro,45.52991,-123.49934,42,355311,131214,90414,18.0
972,OR,Portland,45.53147,-122.56512,62,934313,399026,92202,30.9
973,OR,Salem,44.75365,-123.14768,73,663807,250719,71876,22.0
974,OR,Eugene,43.55558,-123.44206,88,593616,248753,63989,19.3
975,OR,Grants Pass,42.38474,-123.09022,26,309315,125420,65167,13.3
976,OR,Klamath Falls,42.53576,-121.22301,23,74248,30084,57235,7.0
977,OR,Bend,43.80528,-120.51736,33,260841,105204,80100,14.4
978,OR,Pendleton,45.16901,-118.6068,57,151822,56933,65427,9.9
979,OR,Adrian,43.83187,-117.63209,16,32597,10407,47740,4.7
980,WA,Bellevue,47.54683,-122.01134,68,1582168,593805,128205,50.4
981,WA,Seattle,47.45478,-121.85372,57,1012898,451784,111151,35.4
982,WA,Everett,48.34745,-122.25409,75,981650,377621,91323,31.8
983,WA,Bremerton,47.45222,-122.69141,80,818638,309542,96118,29.0
984,WA,Tacoma,47.15366,-122.31677,44,448013,173714,79093,18.4
985,WA,Olympia,46.92974,-123.21163,77,534826,208580,79879,20.4
986,WA,Vancouver,45.93173,-122.49428,63,665530,254022,87169,24.3
988,WA,Wenatchee,47.87674,-119.90161,46,243016,89745,70027,12.5
989,WA,Yakima,46.66753,-120.57055,35,301011,104936,64841,13.1
990,WA,Airway Heights,47.62405,-117.45146,33,166894,60576,81800,12.6
991,WA,Pullman,47.79976,-117.98203,69,120067,48317,56051,7.8
992,WA,Spokane,47.66367,-117.42074,29,386739,158360,69456,15.6
993,WA,Kennewick,46.38187,-118.94313,37,404594,138752,78746,17.4
994,WA,Anatone,46.2218,-117.17433,3,22402,9514,62236,6.6
995,AK,Anchorage,60.31396,-154.8434,68,319231,115432,96806,18.1
996,AK,Kodiak,60.25425,-157.27702,87,208986,73687,81634,13.5
997,AK,Fairbanks,65.35436,-153.24946,82,134560,46620,79896,11.6
998,AK,Juneau,58.06145,-134.63585,19,50156,19989,91329,11.5
999,AK,Ketchikan,55.48901,-132.1031,13,21331,8634,77006,8.7
